Date,Symbol,Price,Open,High,Low,Vol.,Change %,Sector,Name,Industry
"Aug 16, 2021",2222,31.82,31.91,31.91,31.77,7.55M,-0.99%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 15, 2021",2222,32.14,31.95,32.18,31.95,7.43M,0.43%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 12, 2021",2222,32.00,32.05,32.05,31.95,4.78M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 11, 2021",2222,32.05,31.95,32.05,31.91,6.82M,0.28%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 10, 2021",2222,31.95,31.91,32.00,31.86,4.56M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 09, 2021",2222,31.95,31.91,32.00,31.86,5.27M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 08, 2021",2222,31.95,31.82,32.05,31.77,8.14M,0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 05, 2021",2222,31.86,31.77,31.91,31.68,4.36M,0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 04, 2021",2222,31.77,31.82,31.91,31.73,4.71M,-0.43%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 03, 2021",2222,31.91,31.77,31.91,31.68,6.39M,0.43%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 02, 2021",2222,31.77,31.59,31.91,31.59,9.86M,0.43%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Aug 01, 2021",2222,31.64,31.64,31.73,31.59,4.05M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 29, 2021",2222,31.68,31.68,31.73,31.55,6.26M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 28, 2021",2222,31.73,31.55,31.73,31.55,3.43M,0.58%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 27, 2021",2222,31.55,31.59,31.64,31.55,4.51M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 26, 2021",2222,31.59,31.73,31.77,31.59,2.92M,-0.43%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 25, 2021",2222,31.73,31.73,31.82,31.64,6.87M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 15, 2021",2222,31.73,31.73,31.82,31.64,5.23M,-0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 14, 2021",2222,31.82,31.55,31.82,31.55,4.59M,0.72%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 13, 2021",2222,31.59,31.45,31.73,31.41,4.63M,0.58%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 12, 2021",2222,31.41,31.45,31.59,31.27,5.46M,-0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 11, 2021",2222,31.45,31.68,31.73,31.45,4.61M,-0.72%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 08, 2021",2222,31.68,31.68,31.77,31.64,5.34M,-0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 07, 2021",2222,31.77,31.73,31.82,31.64,6.50M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 06, 2021",2222,31.77,31.77,31.82,31.68,4.32M,0.00%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 05, 2021",2222,31.77,31.82,31.86,31.73,5.36M,-0.29%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 04, 2021",2222,31.86,31.82,31.95,31.82,8.34M,0.14%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
"Jul 01, 2021",2222,31.82,31.91,31.91,31.82,5.45M,-0.28%,Energy,Saudi Aramco,"Oil, Gas & Consumable Fuels"
